zestimate.amount,street.name.and.number,zip.code,city,use.code,tax.assessment.year,tax.assessment.value,year.built,lot.size,finished.sqft,bathrooms,bedrooms,region.name,region.type,last.sold.date,last.sold.price,zindex.value
885775,3154 Larga Ave,90039,Los Angeles,Duplex,2019,202677,1923,5400,1024,2,3,Atwater Village,neighborhood,NA,NA,756200
464268,1845 W 67th St,90047,Los Angeles,SingleFamily,2019,418200,1925,3484,1202,2,3,South Los Angeles,neighborhood,08/08/2017,410000,429200
910148,1861 Upperton Ave,90042,Los Angeles,SingleFamily,2019,164221,1956,9262,1384,2,3,Eagle Rock,neighborhood,NA,NA,794500
1295415,2879 Soper Dr,90046,Los Angeles,SingleFamily,2019,1206926,1959,5845,1827,2,3,Hollywood Hills,neighborhood,01/24/2020,1285000,1755600
824643,7168 Sale Ave,91307,West Hills,SingleFamily,2019,544143,2002,7742,2817,3,4,West Hills,neighborhood,02/28/2002,411000,651200
764775,12226 Eagle Ridge Way,91326,Porter Ranch,Condominium,2019,369115,1987,4571,2235,3,4,Porter Ranch,neighborhood,NA,NA,756700
616125,22646 Kittridge St,91307,West Hills,SingleFamily,2019,527482,1957,7993,1661,2,4,West Hills,neighborhood,02/02/2017,507000,651200
586600,8625 Wyngate St,91040,Sunland,SingleFamily,2019,51160,1951,6000,1195,1,2,Sunland,neighborhood,11/10/2016,470000,553500
750313,4212 Collis Ave,90032,Los Angeles,SingleFamily,2019,51147,1940,7550,1282,2,3,El Sereno,neighborhood,NA,NA,481700
960000,21338 Blackhawk St,91311,Chatsworth,SingleFamily,2019,758297,2006,7996,3096,4,4,Chatsworth,neighborhood,NA,NA,613700
1285841,7077 W 85th St,90045,Los Angeles,SingleFamily,2019,120386,1949,9690,1842,2,2,Westchester,neighborhood,NA,NA,1067500
596845,10147 Burnet Ave,91345,Mission Hills,SingleFamily,2019,612522,1953,8003,1582,3,4,Mission Hills,neighborhood,06/20/2007,510000,492300
1106070,562 N Alexandria Ave,90004,Los Angeles,Duplex,2019,226339,1922,6482,2406,2,4,Hollywood,neighborhood,NA,NA,744100
1029964,5330 Granada St,90042,Los Angeles,Duplex,2019,318197,1919,7658,2206,2,4,Highland Park,neighborhood,02/15/2000,167000,700300
1182702,22054 Acorn St,91311,Chatsworth,SingleFamily,2019,1058562,2007,15655,3821,4,5,Chatsworth,neighborhood,10/01/2007,899000,613700
744764,1293 W 22nd St,90731,Los Angeles,Duplex,2019,76867,1951,5399,1777,2,3,San Pedro,neighborhood,NA,NA,578000
1471481,10425 Summer Holly Cir # 48,90077,Los Angeles,Condominium,2019,758634,1971,404251,2685,3,4,Beverly Crest,neighborhood,06/12/1998,530000,2260600
1400777,3731 Weslin Ave,91423,Sherman Oaks,SingleFamily,2019,590238,1962,10140,2428,2,2,Sherman Oaks,neighborhood,06/01/1999,325745,890000
579689,2226 N Eastern Ave,90032,Los Angeles,SingleFamily,2019,327316,1941,6000,816,1,2,El Sereno,neighborhood,10/28/2010,285000,481700
607771,1441 W 58th St,90062,Los Angeles,MultiFamily2To4,2019,565650,2008,4880,2252,2,4,South Los Angeles,neighborhood,05/08/2009,490000,429200
4590399,322 S Plymouth Blvd,90020,Los Angeles,SingleFamily,2019,4253227,1921,16188,4771,5,4,Mid Wilshire,neighborhood,05/31/2006,3400000,1620500
834944,3616 Cardiff Ave APT 111,90034,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,1070,2,2,Palms,neighborhood,NA,NA,951600
795075,6127 Strickland Ave,90042,Los Angeles,SingleFamily,2019,261765,1909,5497,1275,2,3,Highland Park,neighborhood,NA,NA,700300
535690,9623 Antwerp St,90002,Los Angeles,Duplex,2019,353327,1940,6968,1769,2,4,Watts,neighborhood,08/30/2001,225000,322300
557135,12810 Tonopah St,91331,Arleta,SingleFamily,2019,292751,1954,6098,1573,2,3,Sun Valley,neighborhood,04/30/2012,260000,483500
807205,1231 Colorado Blvd,90041,Eagle Rock,SingleFamily,NA,NA,1912,6240,1058,2,3,Eagle Rock,neighborhood,NA,NA,794500
903509,3636 S Centinela Ave # A,90066,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,NA,2,2,Mar Vista,neighborhood,NA,NA,1309500
3179042,6620 W 5th St,90048,Los Angeles,SingleFamily,2019,1876636,2012,435,4000,3.5,3,Mid City West,neighborhood,08/29/2012,1700017,1516200
1473831,14879 Jadestone Dr,91403,Sherman Oaks,SingleFamily,2019,151812,1963,10029,2528,3,4,Sherman Oaks,neighborhood,NA,NA,890000
665031,11321 Moorpark St UNIT 205,91602,Studio City,MultiFamily2To4,NA,NA,NA,NA,1196,2,2,Studio City,neighborhood,NA,NA,1188900
620617,9010 Avalon Blvd,90003,Los Angeles,MultiFamily2To4,2019,541008,1947,4791,2332,NA,6,Southeast Los Angeles,neighborhood,07/15/2016,520000,359400
572252,8231 Columbus Ave,91402,Panorama City,SingleFamily,2019,194051,1950,6201,1368,2,3,Panorama City,neighborhood,07/03/1995,126000,424200
545180,10126 Kester Ave,91345,Mission Hills,SingleFamily,2019,183737,1953,7935,1222,2,2,Mission Hills,neighborhood,NA,NA,492300
534760,13378 Berg St,91342,Sylmar,SingleFamily,2019,235067,1954,5999,1205,2,3,Sylmar,neighborhood,05/02/1980,13000,473900
1381493,1036 S Hudson Ave,90019,Los Angeles,Duplex,2019,418021,1925,7105,3088,2,6,Mid City,neighborhood,11/21/1996,255000,862400
583983,1132 Mcfarland Ave,90744,Wilmington,Duplex,2019,225625,1929,8505,2098,2,4,Wilmington,neighborhood,NA,NA,423700
649450,7728 Ducor Ave,91304,Canoga Park,SingleFamily,2019,560000,1961,7535,1303,2,3,West Hills,neighborhood,04/26/2007,619000,651200
1041484,23311 Canzonet St,91367,Woodland Hills,SingleFamily,2019,447289,1963,11113,2625,3,4,Woodland Hills,neighborhood,11/21/1986,245000,757200
655329,13759 Cohasset St,91405,Van Nuys,SingleFamily,2019,672548,1958,6750,1304,2,3,Van Nuys,neighborhood,12/28/2005,549000,548000
486496,949 E 116th Pl,90059,Los Angeles,SingleFamily,2019,338129,1991,4146,1884,3,3,Southeast Los Angeles,neighborhood,10/07/2016,325000,359400
576293,10903 Dora St,91352,Sun Valley,SingleFamily,2019,206654,1957,9708,1089,1,3,Sun Valley,neighborhood,04/07/2000,150000,483500
1266010,6440 W 85th St,90045,Los Angeles,SingleFamily,2019,451710,1944,6650,1806,2,4,Westchester,neighborhood,01/27/1995,300000,1067500
397461,10312 Mary Ave,90002,Los Angeles,SingleFamily,2019,41370,1944,7382,992,1,3,Watts,neighborhood,10/26/2018,295000,322300
890811,2207 S Orange Dr,90016,Los Angeles,SingleFamily,2019,90478,1924,5879,1600,2,2,Mid City,neighborhood,NA,NA,862400
3207238,10123 Angelo View Dr,90210,Beverly Hills,SingleFamily,2019,3194779,1961,31200,2432,3,2,Beverly Crest,neighborhood,06/16/2009,9500,2260600
776917,18754 Mayall St,91324,Northridge,SingleFamily,2019,285253,1969,7013,2263,3,4,Northridge,neighborhood,NA,NA,676300
1053770,2518 Plata St,90026,Los Angeles,Duplex,2019,224839,1922,6008,2280,2,4,Westlake,neighborhood,02/26/1999,160000,575800
744238,5841 Colfax Ave,91601,North Hollywood,SingleFamily,2019,469153,1941,7710,1085,1,3,North Hollywood,neighborhood,03/21/2013,425000,536800
648628,5055 Kimball St,90032,Los Angeles,SingleFamily,2019,351896,1950,6604,1171,1,2,El Sereno,neighborhood,06/30/2000,129500,481700
587781,2044 W 85th St,90047,Los Angeles,SingleFamily,2019,376128,1929,5142,1312,2,3,South Los Angeles,neighborhood,10/12/2010,327500,429200
812986,3944 Mcclung Dr,90008,Los Angeles,SingleFamily,2019,347723,1942,5473,1333,1.5,2,Leimert Park,neighborhood,10/11/2012,315000,683500
527006,13317 Pierce St,91331,Pacoima,SingleFamily,2019,161335,1950,4999,1326,2,3,Pacoima,neighborhood,12/31/1984,85000,429400
1702727,2474 Silver Ridge Ave,90039,Los Angeles,SingleFamily,2019,686232,1981,6719,3170,3,3,Silver Lake,neighborhood,11/21/1989,400004,991200
597327,7709 Claybeck Ave,91352,Sun Valley,SingleFamily,2019,528480,1943,5703,939,NA,2,Sun Valley,neighborhood,11/24/2015,430000,483500
873387,11600 Valerio St,91605,North Hollywood,SingleFamily,2019,422063,1967,5605,2760,3,5,Sun Valley,neighborhood,03/22/1994,158000,483500
695189,22840 Elkwood St,91304,West Hills,SingleFamily,2019,233788,1957,9338,1680,3,4,West Hills,neighborhood,06/25/1996,157000,651200
1057349,1408 Le Grande Ter,90732,San Pedro,SingleFamily,2019,183250,1936,6761,3475,2,3,San Pedro,neighborhood,05/09/2002,685000,578000
576126,9747 Hayvenhurst Ave,91343,Northridge,SingleFamily,2019,200946,1956,7198,1191,2,3,Northridge,neighborhood,NA,NA,676300
289107,4125 S Figueroa St # 117,90037,Los Angeles,Condominium,2019,29381,1927,39266,581,1,1,South Los Angeles,neighborhood,NA,NA,429200
520820,12221 Inspire Ln,91331,Pacoima,Condominium,2019,458815,2012,2929,1575,3,4,Pacoima,neighborhood,12/28/2012,300000,429400
799919,914 E 84th Pl,90001,Los Angeles,SingleFamily,2019,642030,2012,5096,4100,3,5,Southeast Los Angeles,neighborhood,04/26/2016,605000,359400
919039,2132 Lake Shore Ave,90039,Los Angeles,Duplex,2019,31589,1922,7458,1392,2,3,Echo Park,neighborhood,NA,NA,809300
2785135,11954 Woodbine St,90066,Los Angeles,SingleFamily,2019,1065592,2018,7339,3126,5,4,Mar Vista,neighborhood,09/29/2010,725000,1309500
508301,358 E 55th St,90011,Los Angeles,MultiFamily2To4,2019,436036,2012,5314,1080,NA,0,Southeast Los Angeles,neighborhood,11/15/2012,395000,359400
672109,18425 Sylvan St,91335,Tarzana,SingleFamily,2019,596148,1950,6098,1425,2,4,Tarzana,neighborhood,03/07/2017,573000,739500
807663,11380 Reseda Blvd,91326,Porter Ranch,SingleFamily,2019,453866,1965,8190,2120,2,4,Porter Ranch,neighborhood,10/19/2001,305000,756700
2716287,3855 Carnavon Way,90027,Los Angeles,SingleFamily,2019,234635,1929,10504,3520,3,5,Los Feliz,neighborhood,04/29/2019,2578500,1454100
764888,22222 Buena Ventura St,91364,Woodland Hills,SingleFamily,2019,234876,1950,6262,1556,2,3,Woodland Hills,neighborhood,05/28/1982,65500,757200
659809,16035 Tupper St,91343,North Hills,SingleFamily,2019,459213,1959,8126,1572,3,4,North Hills,neighborhood,05/14/2008,390000,546400
603707,13109 Leach St,91342,Sylmar,SingleFamily,2019,545000,1956,7187,1600,2,3,Sylmar,neighborhood,10/26/2012,235500,473900
786206,7945 Woodman Ave,91402,Panorama City,SingleFamily,2019,749700,1951,6381,1000,2,2,Panorama City,neighborhood,05/07/2018,735000,424200
686989,2212 Scott Ave,90026,Los Angeles,SingleFamily,2019,254897,1922,1864,660,1,2,Silver Lake,neighborhood,10/01/2003,90000,991200
910177,1805 Barry Ave,90025,Los Angeles,Condominium,2019,469328,1975,17980,1503,3,3,Sawtelle,neighborhood,NA,NA,849300
2052555,3675 Tilden Ave,90034,Los Angeles,SingleFamily,2019,1682013,1950,7400,2150,4,4,Palms,neighborhood,05/04/2016,1585000,951600
643091,12401 Edgecliff Ave,91342,Sylmar,SingleFamily,2019,260026,1997,8569,1764,3,4,Sylmar,neighborhood,08/28/1997,179500,473900
1013360,3755 Cherrywood Ave,90018,Los Angeles,SingleFamily,2019,68952,1940,6525,1437,2,3,Leimert Park,neighborhood,12/10/2019,995000,683500
804720,1340 W 36th St,90007,Los Angeles,Duplex,2019,56801,1914,6800,1710,2,4,South Los Angeles,neighborhood,NA,NA,429200
3437874,9038 Wonderland Park Ave,90046,Los Angeles,SingleFamily,2019,684000,1958,12449,1280,2,2,Beverly Crest,neighborhood,02/08/2019,3260000,2260600
1237522,457 N Virgil Ave,90004,Los Angeles,SingleFamily,2019,898841,1911,7013,2074,3,4,Hollywood,neighborhood,06/01/2016,847000,744100
520328,700 E 115th St,90059,Los Angeles,SingleFamily,2019,294890,1948,8712,1757,2,4,Southeast Los Angeles,neighborhood,06/03/2011,154000,359400
516778,645 W 9th St APT 308,90015,Los Angeles,Condominium,2019,430953,2006,74718,754,1,1,Downtown,neighborhood,03/20/2019,490000,532300
1745914,901 Lucille Ave,90291,Venice,SingleFamily,2019,1581407,1913,3994,1316,1,2,Venice,neighborhood,06/09/2017,1520000,1538600
631319,11405 Bartee Ave,91345,Mission Hills,SingleFamily,2019,509810,1977,4906,2652,3,4,Mission Hills,neighborhood,04/30/2004,400000,492300
609112,6922 Claire Ave,91335,Reseda,SingleFamily,2019,393424,1955,6047,1657,2,3,Reseda,neighborhood,12/24/2009,340000,493700
895820,9700 Vanalden Ave,91324,Northridge,SingleFamily,2019,629798,1962,16988,2176,2.5,4,Northridge,neighborhood,02/25/2015,605000,676300
2154431,415 Beloit Ave,90049,Los Angeles,SingleFamily,2019,1243530,1950,9104,2089,2.5,3,Brentwood,neighborhood,12/29/2010,990000,2404000
1126223,2964 Sunnynook Dr,90039,Los Angeles,Duplex,2019,80009,1960,5200,1514,2,3,Atwater Village,neighborhood,10/07/2005,500000,756200
814398,4813 11th Ave,90043,Los Angeles,SingleFamily,2019,44113,1929,7499,1486,1,3,Park Mesa Heights,neighborhood,NA,NA,502000
599829,1848 W 38th St,90062,Los Angeles,SingleFamily,2019,27414,1921,5160,1128,1,2,South Los Angeles,neighborhood,NA,NA,429200
2784424,2424 Clement Ave,90291,Venice,SingleFamily,2019,1447737,2012,3602,1958,2,3,Venice,neighborhood,08/21/2019,2675000,1538600
423741,229 W 99th St,90003,Los Angeles,Duplex,2019,24554,1922,5213,1046,NA,NA,Southeast Los Angeles,neighborhood,NA,NA,359400
868121,18918 Kinbrace St,91326,Porter Ranch,SingleFamily,2019,745551,1966,9931,2785,3,4,Porter Ranch,neighborhood,07/23/2014,692000,756700
791739,4223 Collis Ave,90032,Los angeles,SingleFamily,2019,50000,NA,7506,NA,NA,0,El Sereno,neighborhood,12/27/2018,814000,481700
728449,19457 Turtle Ridge Ln,91326,Porter Ranch,Condominium,2019,660000,1987,4116,1929,3,3,Porter Ranch,neighborhood,01/12/2006,649000,756700
551884,11022 Borden Ave,91331,Pacoima,SingleFamily,2019,240344,1964,8041,1680,2,3,Pacoima,neighborhood,NA,NA,429400
1462421,1404 N Stanley Ave,90046,Los Angeles,SingleFamily,2019,1539180,2017,1796,1898,4,3,Hollywood,neighborhood,05/16/2018,1509000,744100
1374618,10931 Charnock Rd,90034,Los Angeles,SingleFamily,2019,123296,1939,5627,1663,3,3,Palms,neighborhood,NA,NA,951600
1011875,1853 W 48th St,90062,Los Angeles,Quadruplex,2019,652740,1965,5350,4024,5,8,South Los Angeles,neighborhood,06/06/2013,590000,429200
518565,1333 W 52nd St,90037,Los Angeles,SingleFamily,2019,49649,1912,5098,1218,2,3,South Los Angeles,neighborhood,01/16/1978,24000,429200
1537103,7328 Earldom Ave,90293,Playa Del Rey,SingleFamily,2019,523554,1941,3978,1820,2.5,3,Playa Del Rey,neighborhood,03/28/2000,380000,NA
605305,1516 W 1st St APT 102,90732,San Pedro,MultiFamily2To4,NA,NA,NA,NA,684,1,1,San Pedro,neighborhood,NA,NA,578000
427760,1628 E 48th Pl,90011,Los Angeles,SingleFamily,2019,272190,1914,4470,972,2,3,Southeast Los Angeles,neighborhood,12/07/2010,237000,359400
838017,12030 Emelita St,91607,Valley Village,SingleFamily,2019,789909,1942,7958,1396,2,2,Valley Glen,neighborhood,09/27/2005,637000,661900
605567,9816 Haskell Ave,91343,North Hills,SingleFamily,2019,229058,1957,7200,1523,2,4,North Hills,neighborhood,12/29/1998,131000,546400
799815,1541 Campus Rd,90042,Los Angeles,SingleFamily,2019,52465,1946,4070,1087,1,2,Eagle Rock,neighborhood,06/22/1967,18500,794500
657113,17552 Gilmore St,91406,Van Nuys,SingleFamily,2019,139264,1950,6345,1334,2,3,Lake Balboa,neighborhood,NA,NA,546200
583502,418 E 30th St,90011,Los Angeles,Triplex,2019,33980,1903,5026,1613,3,3,Central City,neighborhood,NA,NA,395200
1154208,4902 Onteora Way,90041,Los Angeles,SingleFamily,2019,85320,1950,23923,1712,2,2,Eagle Rock,neighborhood,NA,NA,794500
426838,11216 Hooper Ave,90059,Los Angeles,SingleFamily,2019,132070,1945,6098,950,1,2,Watts,neighborhood,09/02/2010,115000,322300
2122192,444 N Kings Rd,90048,Los Angeles,SingleFamily,2019,1812540,1924,6500,1032,1,2,Mid City West,neighborhood,05/25/2018,1777000,1516200
725497,1015 N Fickett St,90033,Los Angeles,Triplex,2019,52472,1962,5697,2889,4,6,Boyle Heights,neighborhood,NA,NA,413200
860389,1034 Dexter St,90042,Los Angeles,SingleFamily,2019,168668,1924,6283,1652,2,2,Highland Park,neighborhood,NA,NA,700300
798358,19711 Eagle Ridge Ln,91326,Porter Ranch,SingleFamily,2019,765000,1987,8226,2235,3,3,Porter Ranch,neighborhood,06/12/2018,750000,756700
440419,1123 E 76th St,90001,Los angeles,Duplex,2019,165605,1927,5015,1093,2,3,Florence-Graham,city,NA,NA,346600
625410,7949 Mcgroarty St,91040,Sunland,SingleFamily,2019,600271,1953,8747,1132,2,3,Sunland,neighborhood,05/24/2006,490000,553500
2346026,3950 Deervale Dr,91403,Sherman Oaks,SingleFamily,2019,1784372,1960,33521,2790,4,3,Sherman Oaks,neighborhood,12/04/2002,1295000,890000
507581,729 W 51st St,90037,Los Angeles,SingleFamily,2019,110788,1923,5435,1512,2,3,South Los Angeles,neighborhood,NA,NA,429200
901120,2020 N Las Palmas Ave,90068,Los Angeles,SingleFamily,2019,848966,1940,4842,1900,2,4,Hollywood Hills,neighborhood,07/28/2015,800000,1755600
1646611,2428 Wild Oak Dr,90068,Los Angeles,SingleFamily,2019,459237,1962,8708,1912,2,3,Hollywood Hills,neighborhood,01/20/1995,210000,1755600
1365088,24914 Mandy Ct,91367,Woodland Hills,SingleFamily,2019,672174,1996,15245,3028,5,5,Woodland Hills,neighborhood,05/09/1997,425000,757200
737416,6637 Whitman Ave,91406,Van Nuys,SingleFamily,2019,632000,1956,6817,1605,2,4,Lake Balboa,neighborhood,04/06/2007,556000,546200
1769198,1923 N Crescent Heights Blvd,90069,Los Angeles,SingleFamily,2019,403515,1978,10546,2331,3,3,Hollywood Hills,neighborhood,NA,NA,1755600
1828450,201 Rennie Ave,90291,Venice,SingleFamily,2019,63683,1948,4133,1300,3,3,Venice,neighborhood,NA,NA,1538600
591451,17111 S Hoover St,90247,Gardena,SingleFamily,2019,233958,1957,5201,1364,2,3,Harbor Gateway,neighborhood,NA,NA,513600
2312784,678 Swarthmore Ave,90272,Pacific Palisades,SingleFamily,2019,400571,1962,3004,1858,3,3,Pacific Palisades,neighborhood,NA,NA,2728800
972441,11656 Killimore Ave,91326,Porter Ranch,SingleFamily,2019,824184,1977,10018,2890,3,4,Porter Ranch,neighborhood,10/03/2013,750000,756700
617918,6224 Nita Ave,91367,Los Angeles,Townhouse,2019,494507,1973,2909,1568,3,3,Woodland Hills,neighborhood,11/22/2013,450000,757200
1349854,523 N Gower St,90004,Los Angeles,SingleFamily,2019,82808,1921,5604,1418,1,3,Mid Wilshire,neighborhood,NA,NA,1620500
1870367,2026 Clyde Ave,90016,Los Angeles,MultiFamily2To4,2019,1043966,1998,5940,4137,7,9,Mid City,neighborhood,05/06/2014,950000,862400
611515,9266 Beachy Ave,91331,Arleta,Duplex,2019,280951,1964,10889,1850,2,6,Arleta,neighborhood,04/19/2001,220000,456400
756469,11813 Tiara St,91607,Valley Village,SingleFamily,2019,128806,1952,5999,1341,2,3,North Hollywood,neighborhood,NA,NA,536800
1947616,2762 Selby Ave,90064,Los Angeles,SingleFamily,2019,307044,1945,6602,2260,3,3,Cheviot Hills,neighborhood,NA,NA,1814100
915340,5219 Teesdale Ave,91607,Valley Village,SingleFamily,2019,134565,1948,6986,1558,2,3,Valley Village,neighborhood,NA,NA,851200
620333,2278 Lillyvale Ave,90032,Los Angeles,SingleFamily,2019,187235,1927,4797,1146,2,2,University Hills,neighborhood,03/21/1997,120000,455700
659483,8558 Topanga Canyon Blvd,91304,West Hills,SingleFamily,2019,632400,1956,8400,1771,3,4,Canoga Park,neighborhood,06/18/2018,620000,487900
3270591,1964 Cummings Dr,90027,Los Angeles,SingleFamily,2019,1027025,1948,14650,3635,5,4,Los Feliz,neighborhood,04/17/1998,717500,1454100
1821627,803 N Mariposa Ave,90029,Los Angeles,Quadruplex,2019,756461,1912,9419,6682,4,12,Hollywood,neighborhood,06/14/2001,350000,744100
395844,914 E 109th St,90059,Los Angeles,SingleFamily,2019,97610,1947,4856,1024,1,2,Southeast Los Angeles,neighborhood,NA,NA,359400
548108,7646 Tujunga Ave,91605,North Hollywood,SingleFamily,2019,154132,1944,6477,1000,1,3,Sun Valley,neighborhood,10/01/1980,79000,483500
566085,5301 Ithaca Ave,90032,Los Angeles,SingleFamily,2019,25207,1915,4799,1073,1,3,El Sereno,neighborhood,12/14/1967,15500,481700
691682,730 Milo Ter,90042,Los Angeles,SingleFamily,2019,43323,1926,4980,938,1,3,Highland Park,neighborhood,05/28/1971,17500,700300
609033,22136 Hackney St,91304,West Hills,SingleFamily,2019,539967,1959,8130,1144,2,3,West Hills,neighborhood,07/07/2016,519000,651200
500452,8933 Ruthelen St,90047,Los Angeles,SingleFamily,2019,251292,1941,5400,971,2,3,South Los Angeles,neighborhood,02/17/1995,137500,429200
808976,441 W 112th St,90061,Los Angeles,Duplex,2019,380734,2014,6911,3166,6,8,South Los Angeles,neighborhood,10/04/1991,30000,429200
559415,10647 Kewen Ave,91331,Pacoima,SingleFamily,2019,272315,1954,6254,1816,3,5,Pacoima,neighborhood,08/15/1995,115000,429400
1375035,12825 Panama St,90066,Los Angeles,Duplex,2019,507198,1953,5627,1546,2,4,Del Rey,neighborhood,06/12/2002,383000,934700
870242,5255 Baza Ave,91364,Woodland Hills,SingleFamily,2019,324826,1957,6154,2211,3,5,Woodland Hills,neighborhood,NA,NA,757200
1058704,11836 Mayfield Ave APT 1,90049,Los Angeles,Condominium,2019,889541,1971,7875,1408,3,2,Brentwood,neighborhood,04/29/2019,1005000,2404000
922318,2680 Knox Ave,90039,Los Angeles,SingleFamily,2019,338176,1927,5000,1304,2,3,Elysian Valley,neighborhood,07/09/2001,190500,567000
915248,860 S Wilton Pl,90005,Los Angeles,SingleFamily,NA,NA,1915,7200,1550,3,3,Mid City,neighborhood,07/08/2019,874000,862400
1857396,2132 Prosser Ave,90025,Los Angeles,SingleFamily,2019,158635,1948,6750,1910,3,3,West Los Angeles,neighborhood,NA,NA,1236400
556512,7532 Irvine Ave,91605,North Hollywood,SingleFamily,2019,192001,1944,7154,1246,2,4,Sun Valley,neighborhood,08/16/1994,106000,483500
1083002,20616 Quedo Dr,91364,Woodland Hills,SingleFamily,2019,969132,1954,17475,1594,2,3,Woodland Hills,neighborhood,04/17/2017,931500,757200
521234,7821 Rhodes Ave,91605,North Hollywood,SingleFamily,2019,234424,1948,5999,802,1,2,Sun Valley,neighborhood,09/28/1990,145000,483500
638974,15753 Covello St,91406,Van Nuys,SingleFamily,2019,637269,1954,6286,1532,2,3,Lake Balboa,neighborhood,06/10/2004,500000,546200
1812216,16909 Strawberry Dr,91436,Encino,SingleFamily,2019,849642,1960,16715,2866,3,3,Encino,neighborhood,11/15/2000,629000,872400
864139,2716 S Palm Grove Ave,90016,Los Angeles,SingleFamily,2019,32685,1922,5200,2150,4,5,West Adams,neighborhood,12/18/2019,850000,690600
808538,8101 Mcgroarty St,91040,Sunland,SingleFamily,2019,329098,1988,5825,2452,2,3,Sunland,neighborhood,NA,NA,553500
616712,8424 Darby Ave,91325,Northridge,SingleFamily,2019,397400,1953,10193,1288,2,3,Northridge,neighborhood,03/21/2013,360000,676300
747577,13506 Gilmore St,91401,Van Nuys,SingleFamily,2019,338764,1951,6749,1367,2,3,Valley Glen,neighborhood,12/21/2001,217500,661900
499445,1917 W 94th Pl,90047,Los Angeles,SingleFamily,2019,205240,1944,5150,1150,1,3,South Los Angeles,neighborhood,07/25/1997,143500,429200
2963697,163 N Citrus Ave,90036,Los Angeles,SingleFamily,2019,1315187,1989,6751,5385,5,4,Mid Wilshire,neighborhood,NA,NA,1620500
503604,8624 Stansbury Ave,91402,Panorama City,SingleFamily,2019,409623,1949,5299,1086,1,3,Panorama City,neighborhood,01/13/2016,386000,424200
841339,1350 Sanford Ave,90744,Wilmington,Triplex,2019,594276,1949,5351,3490,6,6,Wilmington,neighborhood,09/02/2003,370000,423700
1593872,1635 S Point View St,90035,Los Angeles,SingleFamily,2019,515359,1927,8372,2694,4,4,Pico-Robertson,neighborhood,11/04/1994,200000,1202500
799565,3434 8th Ave,90018,Los Angeles,SingleFamily,2019,586737,1910,5805,1635,1,2,Jefferson Park,neighborhood,NA,NA,NA
1832425,921 S Citrus Ave,90036,Los Angeles,SingleFamily,2019,1653194,1924,7575,1971,3,3,Mid City,neighborhood,05/23/2017,1595000,862400
1280045,2960 Belden Dr,90068,Los Angeles,SingleFamily,2019,1154843,1961,5227,1152,2,2,Hollywood Hills,neighborhood,05/23/2017,1110000,1755600
833442,23750 Nadir St,91304,Canoga Park,SingleFamily,2019,111158,1965,11135,2110,2,4,West Hills,neighborhood,NA,NA,651200
2180702,639 Jacon Way,90272,Pacific Palisades,SingleFamily,2019,163023,1956,8341,2040,2,3,Pacific Palisades,neighborhood,NA,NA,2728800
1017394,9237 Shoshone Ave,91325,Northridge,SingleFamily,2019,745130,1962,16988,3359,3,4,Northridge,neighborhood,03/15/2013,675000,676300
1166202,24306 Belford Ct,91307,West Hills,SingleFamily,2019,905594,1993,11014,3082,5,5,West Hills,neighborhood,08/09/2001,680000,651200
2914056,10713 Cushdon Ave,90064,Los Angeles,SingleFamily,2019,457739,1944,6274,3964,1,3,Cheviot Hills,neighborhood,NA,NA,1814100
2145428,3531 Alana Dr,91403,Sherman Oaks,SingleFamily,2019,1935143,1963,16178,3322,5,5,Encino,neighborhood,05/22/2017,1860000,872400
801305,6205 Burwood Ave,90042,Los Angeles,MultiFamily2To4,2019,764945,1921,5679,600,1,2,Highland Park,neighborhood,03/18/2015,710000,700300
600834,14821 Septo St,91345,Mission Hills,SingleFamily,2019,557132,1952,7797,1653,2,3,Mission Hills,neighborhood,10/26/2015,525000,492300
766185,4425 Canoga Dr,91364,Woodland Hills,SingleFamily,2019,632562,1962,7004,1710,2,3,Woodland Hills,neighborhood,09/20/2016,608000,757200
2879988,2201 S Beverly Dr,90034,Los Angeles,SingleFamily,2019,1072121,1991,8865,3364,4.5,6,Beverlywood,neighborhood,06/13/2002,727500,1617800
643886,1366 Oakhorne Dr,90710,Harbor City,SingleFamily,2019,459395,1970,6000,1200,2,3,Harbor City,neighborhood,05/19/2011,400000,543400
112353,13116 Dronfield Ave,91342,Sylmar,Townhouse,NA,NA,1978,NA,1200,2,3,Sylmar,neighborhood,NA,NA,473900
658025,12344 Moorpark St UNIT 1,91604,Los angeles,Condominium,2019,530602,1984,6163,1405,3,3,Studio City,neighborhood,06/30/2016,500000,1188900
521098,240 W 83rd St,90003,Los Angeles,MultiFamily2To4,2019,277471,1950,5459,1430,NA,0,Southeast Los Angeles,neighborhood,11/27/2013,252500,359400
559082,5832 S Van Ness Ave,90047,Los Angeles,SingleFamily,2019,40386,1925,4721,1249,2,3,Park Mesa Heights,neighborhood,NA,NA,502000
346885,10516 Hickory St,90002,Los Angeles,SingleFamily,2019,127004,1983,3250,874,1,2,Watts,neighborhood,09/27/1996,87000,322300
688568,3542 E 6th St,90023,Los Angeles,Triplex,2019,305121,1909,9004,2716,3,6,Boyle Heights,neighborhood,11/28/1995,205000,413200
