zestimate.amount,street.name.and.number,zip.code,city,use.code,tax.assessment.year,tax.assessment.value,year.built,lot.size,finished.sqft,bathrooms,bedrooms,region.name,region.type,last.sold.date,last.sold.price,zindex.value
677099,14401 Dyer St,91342,Sylmar,SingleFamily,2019,594274,2001,8668,2429,3,4,Sylmar,neighborhood,02/25/2016,560000,473900
484478,6858 Aura Ave,91335,Reseda,SingleFamily,2019,88675,1951,6049,995,1,3,Reseda,neighborhood,09/02/1976,41954,493700
3250592,433 S Hamel Rd,90048,Los Angeles,Quadruplex,2019,3600600,1936,6504,4673,4,6,Mid City West,neighborhood,02/02/2018,19050000,1516200
516447,12245 Inspire Ln,91331,Pacoima,Condominium,2019,317522,2012,2104,1575,3,4,Pacoima,neighborhood,05/02/2012,282000,429400
2475663,3416 Mandeville Canyon Rd,90049,Los Angeles,SingleFamily,2019,2016294,1955,13294,2116,3,4,Brentwood,neighborhood,01/17/2019,2350000,2404000
663566,16442 Knapp St,91343,North Hills,SingleFamily,2019,319638,1956,9246,1611,2,3,North Hills,neighborhood,05/31/2000,232000,546400
391928,11814 S San Pedro St,90061,Los Angeles,SingleFamily,2019,16859,1924,4599,747,1,2,Southeast Los Angeles,neighborhood,NA,NA,359400
419357,120 W 102nd St,90003,Los Angeles,SingleFamily,2019,26098,1921,7281,1100,1,2,Southeast Los Angeles,neighborhood,NA,NA,359400
1095187,22688 Flamingo St,91364,Woodland Hills,SingleFamily,2019,977975,1965,13471,2674,3,4,Woodland Hills,neighborhood,07/12/2016,940000,757200
419333,1612 W 59th Pl,90047,Los Angeles,SingleFamily,2019,183753,1924,3352,716,1,2,South Los Angeles,neighborhood,05/05/2011,160000,429200
664148,15958 Lahey St,91344,Granada Hills,SingleFamily,2019,297894,1955,8577,1731,2,4,Granada Hills,neighborhood,NA,NA,591300
674407,9424 Rhea Ave,91324,Northridge,SingleFamily,2019,637500,1957,7474,1470,2,3,Northridge,neighborhood,03/09/2018,625000,676300
1028178,16816 Magnolia Blvd,91436,Encino,SingleFamily,2019,624656,1949,8140,1741,2,3,Encino,neighborhood,05/15/2003,476000,872400
1223776,16810 Vincennes St,91343,Northridge,SingleFamily,2019,1028435,1992,17258,3939,4,4,Northridge,neighborhood,02/21/2019,1161000,676300
747152,5107 Coringa Dr,90042,Los Angeles,SingleFamily,2019,318082,1922,4799,972,1,2,Highland Park,neighborhood,02/06/2012,282500,700300
398185,140 W 97th St,90003,Los Angeles,SingleFamily,2019,158296,1938,5401,785,1,2,Southeast Los Angeles,neighborhood,04/05/1990,96000,359400
1215802,1646 6th Ave,90019,Los Angeles,Quadruplex,2019,56209,1917,7500,4092,4,8,Arlington Heights,neighborhood,NA,NA,NA
658106,10872 Tujunga Canyon Blvd,91042,Tujunga,SingleFamily,2019,515145,1957,9000,1351,2,3,Tujunga,neighborhood,12/20/2007,437500,558800
437276,1769 E 113th St,90059,Los Angeles,SingleFamily,NA,NA,2019,NA,1500,3,4,Watts,neighborhood,NA,NA,322300
891095,4120 S Carolina Pl,90731,San Pedro,MultiFamily2To4,2019,37123,1921,2638,1902,2,4,San Pedro,neighborhood,NA,NA,578000
647245,14540 Vose St,91405,Van Nuys,SingleFamily,2019,287385,1938,6758,1563,2,4,Van Nuys,neighborhood,09/03/1993,162000,548000
1297125,18815 Maplewood Ln,91326,Porter Ranch,SingleFamily,2019,1045886,1998,11169,4035,5,5,Northridge,neighborhood,11/17/2008,906000,676300
683081,13947 Sayre St,91342,Sylmar,SingleFamily,2019,258267,1967,6739,2294,3,5,Sylmar,neighborhood,NA,NA,473900
641963,7716 Sausalito Ave,91304,West Hills,SingleFamily,2019,77300,1959,6873,1570,2,3,West Hills,neighborhood,NA,NA,651200
835691,9920 Hirondelle Ln,91042,Tujunga,Duplex,2019,241844,1921,18123,2073,2,3,Tujunga,neighborhood,NA,NA,558800
4723043,3842 Carnavon Way,90027,Los Angeles,SingleFamily,2019,3076966,1926,10484,4854,6,4,Los Feliz,neighborhood,06/12/2019,4500000,1454100
885472,6919 Pacific View Dr,90068,Los Angeles,SingleFamily,2019,187996,1923,2376,1100,2,2,Hollywood Hills,neighborhood,NA,NA,1755600
861324,11377 Dulcet Ave,91326,Porter Ranch,SingleFamily,2019,566997,1965,6969,2457,3,4,Porter Ranch,neighborhood,10/06/2009,490000,756700
604439,6642 Delco Ave,91306,Winnetka,SingleFamily,2019,408727,1955,8260,1362,2,4,Winnetka,neighborhood,07/12/2011,363000,527400
596657,5814 Benner St,90042,Los Angeles,SingleFamily,2019,106582,1954,4801,462,1,1,Highland Park,neighborhood,05/23/1995,55363,700300
1270583,17210 Osborne St,91325,Sherwood Forest,SingleFamily,2019,1323000,1951,27657,4174,3,4,Northridge,neighborhood,NA,NA,676300
1786916,1053 Hi Point St,90035,Los Angeles,MultiFamily2To4,2019,242234,1926,6499,2650,4,5,South Carthay,neighborhood,NA,NA,NA
703091,3617 S Gramercy Pl,90018,Los Angeles,SingleFamily,2019,188320,1912,5067,1232,1,3,South Los Angeles,neighborhood,NA,NA,429200
401168,150 E 107th St,90003,Los Angeles,SingleFamily,2019,101716,1940,5401,802,1,2,Southeast Los Angeles,neighborhood,NA,NA,359400
3006879,1139 Daniels Dr,90035,Los Angeles,SingleFamily,2019,207307,1927,5454,3214,3,3,Cheviot Hills,neighborhood,NA,NA,1814100
880599,6556 La Mirada Ave APT 303,90038,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,NA,1,1,Hollywood,neighborhood,NA,NA,744100
1033206,5249 Ventura Canyon Ave,91401,Sherman Oaks,SingleFamily,2019,281679,1951,6498,2013,2,3,Sherman Oaks,neighborhood,NA,NA,890000
472071,12555 Bradley Ave,91342,Sylmar,SingleFamily,2019,73015,1952,11151,1018,1,2,Sylmar,neighborhood,NA,NA,473900
439750,738 E 83rd St,90001,Los Angeles,SingleFamily,2019,369000,1946,5099,1028,1,2,Southeast Los Angeles,neighborhood,05/14/2007,365000,359400
1473539,7430 W 91st St,90045,Los Angeles,SingleFamily,2019,507280,1951,6180,2148,3.5,4,Playa Del Rey,neighborhood,01/29/1999,279500,NA
1931402,4555 Forman Ave,91602,Toluca Lake,SingleFamily,2019,1006712,1949,13068,3053,5,5,Toluca Lake,neighborhood,07/24/2009,870000,866000
594438,2136 Chickasaw Ave,90041,Los Angeles,Condominium,NA,NA,NA,NA,NA,1,1,Eagle Rock,neighborhood,NA,NA,794500
1969706,515 N Detroit St,90036,Los Angeles,SingleFamily,2019,346905,1926,5280,2054,3,4,Mid City West,neighborhood,NA,NA,1516200
572196,7034 Chimineas Ave,91335,Reseda,SingleFamily,2019,269169,1948,6425,1328,2,3,Reseda,neighborhood,NA,NA,493700
929676,17148 Barneston St,91344,Granada Hills,SingleFamily,2019,764724,1978,14810,2774,4,4,Granada Hills,neighborhood,10/29/2001,459000,591300
761156,11117 Evers Ave,90059,Los Angeles,MultiFamily2To4,2019,494190,1992,9611,4212,4,8,Watts,neighborhood,01/10/2017,475000,322300
718594,4180 2nd Ave,90008,Los Angeles,SingleFamily,2019,181192,1924,6499,1415,2,3,Leimert Park,neighborhood,05/22/1987,85000,683500
708470,14938 Bryant St,91402,Panorama City,SingleFamily,2019,367319,1958,9080,2452,3,5,Panorama City,neighborhood,08/25/2000,165000,424200
5253131,738 Chapala Dr,90272,Pacific Palisades,SingleFamily,2019,4181172,2000,8625,4890,6,5,Pacific Palisades,neighborhood,09/03/2003,3250000,2728800
659592,17821 San Jose St,91344,Granada Hills,SingleFamily,2019,239747,1955,11549,1346,2,3,Granada Hills,neighborhood,NA,NA,591300
1203341,2661 Federal Ave,90064,Los Angeles,SingleFamily,2019,595929,1949,5891,1114,2,3,Mar Vista,neighborhood,11/06/2002,459000,1309500
921810,901 W 41st Dr,90037,Los Angeles,Quadruplex,2019,312691,1916,6458,4606,4,8,South Los Angeles,neighborhood,NA,NA,429200
785464,6561 Greeley St,91042,Tujunga,SingleFamily,2019,560443,1959,6969,1657,2,3,Tujunga,neighborhood,01/24/2014,510000,558800
844983,1940 Carmen Ave,90068,Los Angeles,Condominium,NA,NA,1958,NA,NA,1,1,Hollywood Hills,neighborhood,NA,NA,1755600
580087,9740 Natick Ave,91343,North Hills,SingleFamily,2019,293239,1955,7522,1681,2,3,North Hills,neighborhood,NA,NA,546400
1398036,4405 Carpenter Ave,91607,Valley Village,SingleFamily,2019,141931,1941,18792,1793,2,2,Studio City,neighborhood,NA,NA,1188900
383557,312 W 5th St APT 624,90013,Los Angeles,Condominium,2019,49949,1923,27284,500,1,1,Downtown,neighborhood,11/19/2019,375000,532300
437475,1453 W 62nd St,90047,Los Angeles,SingleFamily,2019,236448,1928,5357,1042,1,2,South Los Angeles,neighborhood,02/27/2019,415000,429200
758544,1211 Montecito Dr,90031,Los Angeles,SingleFamily,2019,599311,1953,9453,1249,1,2,Montecito Heights,neighborhood,10/11/2006,499000,535500
429419,3018 W 67th St APT 13,90043,Los Angeles,Condominium,NA,NA,NA,NA,NA,1,2,Park Mesa Heights,neighborhood,NA,NA,502000
2078558,7330 Rindge Ave,90293,Playa Del Rey,SingleFamily,2019,1338275,1954,7750,2651,4,6,Playa Del Rey,neighborhood,07/02/2003,1050000,NA
630104,20237 Gault St,91306,Winnetka,SingleFamily,2019,376064,1965,7517,1732,2,3,Winnetka,neighborhood,01/29/2010,325000,527400
872396,5041 Auckland Ave,91601,North Hollywood,SingleFamily,2019,391718,1941,6978,1562,2,3,Toluca Lake,neighborhood,08/24/2000,290000,866000
1402273,5965 Nora Lynn Dr,91367,Woodland Hills,SingleFamily,2019,1326000,1986,11756,6587,5,7,Woodland Hills,neighborhood,03/14/2018,1300000,757200
821517,6121 Saint Clair Ave,91606,North Hollywood,SingleFamily,2019,293635,1947,8250,1600,3,3,Valley Glen,neighborhood,04/05/2013,225002,661900
1077348,6823 Northford Dr,91042,Tujunga,SingleFamily,2019,339906,1961,11119,1924,3,4,Tujunga,neighborhood,05/21/1997,211136,558800
1669357,2416 Moreno Dr,90039,Los Angeles,Duplex,2019,436986,1929,4872,2578,2,2,Silver Lake,neighborhood,NA,NA,991200
1262276,4303 Babcock Ave,91604,Studio City,SingleFamily,2019,102802,1947,6359,1544,2,3,Studio City,neighborhood,07/19/2019,1025000,1188900
837651,11447 Viking Ave,91326,Porter Ranch,SingleFamily,2019,498884,1970,8205,2544,3,4,Porter Ranch,neighborhood,NA,NA,756700
3708745,1227 Sierra Alta Way,90069,Los Angeles,SingleFamily,2019,2704720,1953,10540,2995,4.5,3,Hollywood Hills,neighborhood,06/08/2011,2345023,1755600
497128,7002 Aura Ave,91335,Reseda,SingleFamily,2019,155224,1952,6550,995,1,3,Reseda,neighborhood,NA,NA,493700
710269,7646 Van Noord Ave,91605,North Hollywood,SingleFamily,2019,430942,1964,7500,2080,2,3,Sun Valley,neighborhood,07/31/2001,255000,483500
439097,124 E 103rd St,90003,Los Angeles,Duplex,2019,209359,1918,5570,1124,1,1,Southeast Los Angeles,neighborhood,05/17/2001,155000,359400
1477574,273 Belmont Ave,90026,Los Angeles,SingleFamily,2019,1316106,1883,6111,1600,2,2,Westlake,neighborhood,03/24/2017,1265000,575800
698503,8366 Shoup Ave,91304,West Hills,SingleFamily,2019,420060,1958,11047,1750,2,3,West Hills,neighborhood,NA,NA,651200
809994,200 E 62nd St,90003,Los Angeles,Duplex,2019,624882,2015,5119,3530,6,10,Southeast Los Angeles,neighborhood,04/30/2015,580000,359400
647513,6337 Ethel Ave,91401,Van Nuys,SingleFamily,2019,169751,1950,6778,786,1,2,Valley Glen,neighborhood,06/13/1996,114000,661900
2543614,6516 W 5th St,90048,Los Angeles,SingleFamily,2019,462468,1925,6099,2540,4,4,Mid City West,neighborhood,12/01/1995,310000,1516200
732340,22326 Lull St,91304,Canoga Park,SingleFamily,2019,356834,1980,7494,2334,3,4,Canoga Park,neighborhood,06/02/2000,257000,487900
343541,1262 W Park Western Dr,90732,San Pedro,Condominium,NA,NA,1982,NA,711,1,1,San Pedro,neighborhood,NA,NA,578000
763012,7556 Variel Ave,91303,Canoga Park,SingleFamily,2019,473882,2002,7325,2701,4,4,Canoga Park,neighborhood,12/30/2002,365000,487900
511496,12932 Sunburst St,91331,Pacoima,SingleFamily,2019,241776,1950,6753,1204,2,3,Pacoima,neighborhood,06/01/2001,179000,429400
1598087,7806 Cowan Ave,90045,Los Angeles,SingleFamily,2019,885500,1950,7386,2265,3,4,Westchester,neighborhood,12/15/2003,655000,1067500
629427,3363 Sierra St,90031,Los Angeles,SingleFamily,2019,165581,1908,15860,894,1,2,Montecito Heights,neighborhood,07/10/2012,150000,535500
890819,17672 Orna Dr,91344,Granada Hills,SingleFamily,2019,132988,1969,9819,3014,3,5,Granada Hills,neighborhood,05/19/1999,415000,591300
537491,1457 Mcdonald Ave,90744,Wilmington,Duplex,2019,68067,1925,6799,1512,2,4,Wilmington,neighborhood,NA,NA,423700
635239,13753 Mindora Ave,91342,Sylmar,SingleFamily,2019,258996,1977,9161,1724,2,4,Sylmar,neighborhood,NA,NA,473900
1761842,6910 Los Tilos Rd,90068,Los Angeles,SingleFamily,2019,1391964,1940,10194,1845,3,3,Hollywood Hills,neighborhood,01/18/2013,1248000,1755600
593240,7452 Cozycroft Ave,91306,Winnetka,SingleFamily,2019,427781,1955,8224,1216,2,3,Winnetka,neighborhood,05/13/2010,350000,527400
994696,5813 Venice Blvd,90019,Los Angeles,Triplex,2019,386560,1940,3207,1362,3,NA,Mid City,neighborhood,07/27/2012,1431818,862400
459101,7706 S Halldale Ave,90047,Los Angeles,SingleFamily,2019,315670,1926,5227,835,2,3,South Los Angeles,neighborhood,07/30/2013,180000,429200
2062911,100 S La Jolla Ave,90048,Los Angeles,SingleFamily,2019,851055,1929,6550,2321,2,4,Mid City West,neighborhood,NA,NA,1516200
630731,22103 Bassett St,91303,Canoga Park,SingleFamily,2019,571200,1953,6760,1446,2,3,Canoga Park,neighborhood,08/29/2017,560000,487900
1465622,1932 Wellington Rd,90016,Los Angeles,SingleFamily,2019,112691,1949,8966,3083,3,5,Mid City,neighborhood,04/05/1966,45000,862400
491578,1723 W 53rd St,90062,Los Angeles,SingleFamily,2019,216662,1913,5323,1206,1,2,South Los Angeles,neighborhood,05/06/2004,170000,429200
761780,11528 Emelita St,91601,North Hollywood,SingleFamily,2019,336390,1940,6040,1376,2,3,North Hollywood,neighborhood,02/22/1995,113500,536800
671216,6946 Dannyboyar Ave,91307,West Hills,SingleFamily,2019,136647,1958,7500,1570,2,4,West Hills,neighborhood,NA,NA,651200
882486,9565 Dale Ave,91040,Sunland,SingleFamily,2019,836400,1929,31046,2200,3,3,Shadow Hills,neighborhood,03/27/2018,820000,NA
1822078,806 Crestmoore Pl,90291,Venice,SingleFamily,2019,500762,1924,4204,1429,2,3,Venice,neighborhood,02/28/1995,274500,1538600
431115,920 W 73rd St,90044,Los Angeles,SingleFamily,2019,172269,1921,5600,1028,1,3,South Los Angeles,neighborhood,08/23/2005,380000,429200
761412,18239 Bermuda St,91326,Porter Ranch,SingleFamily,2019,668559,1960,10995,2116,2,4,Northridge,neighborhood,01/05/2016,630000,676300
526757,12506 Adelphia Ave,91340,San Fernando,SingleFamily,2019,242990,1951,6969,1363,2,2,Sylmar,neighborhood,02/12/2010,210000,473900
589916,17966 Burton St,91335,Reseda,SingleFamily,2019,165285,1954,5847,1552,2,5,Reseda,neighborhood,05/20/1996,111000,493700
1639125,9000 Monte Mar Dr,90035,Los Angeles,SingleFamily,2019,92254,1950,7114,1727,2,2,Beverlywood,neighborhood,NA,NA,1617800
1492014,2769 Bottlebrush Dr,90077,Los Angeles,SingleFamily,2019,394143,1977,129805,2856,3,4,Beverly Crest,neighborhood,NA,NA,2260600
509469,10210 Larwin Ave UNIT 1,91311,Los Angeles,Townhouse,2019,459000,1978,48469,1288,2,3,Chatsworth,neighborhood,08/07/2017,450000,613700
803069,17575 Bromley St,91316,Encino,SingleFamily,2019,706490,1949,5735,1394,2,4,Encino,neighborhood,06/11/2008,600000,872400
669834,2514 Vineyard Ave,90016,Los Angeles,SingleFamily,2019,369858,1931,3156,980,1,3,West Adams,neighborhood,04/01/2005,296000,690600
589950,22159 Lanark St,91304,Canoga Park,SingleFamily,2019,171913,1957,8070,1313,2,3,Canoga Park,neighborhood,NA,NA,487900
606211,11558 Luanda St,91342,Sylmar,SingleFamily,2019,261075,1985,4995,1624,4,3,Lakeview Terrace,neighborhood,NA,NA,483400
1228660,5650 Ramara Ave,91367,Woodland Hills,SingleFamily,2019,139135,1961,9295,2475,3,4,Woodland Hills,neighborhood,06/20/2019,815000,757200
1704260,1175 S Sierra Bonita Ave,90019,Los Angeles,SingleFamily,2019,740525,1929,6069,3166,4,5,Mid City,neighborhood,NA,NA,862400
845523,11965 Cameo Pl,91344,Granada Hills,SingleFamily,2019,739103,1958,15341,2320,2,3,Granada Hills,neighborhood,12/18/2003,580000,591300
746211,16808 Hart St,91406,Van Nuys,SingleFamily,2019,624882,1965,5527,2065,3,4,Lake Balboa,neighborhood,NA,NA,546200
4172120,1977 N Gramercy Pl,90068,Los Angeles,SingleFamily,2019,3950000,1939,12405,4466,6,5,Hollywood Hills,neighborhood,08/21/2018,3950000,1755600
766965,8304 Lester Ln,91304,Canoga Park,SingleFamily,2019,725000,1963,11624,2855,2,4,West Hills,neighborhood,08/01/2018,725000,651200
1684786,2007 Parnell Ave,90025,Los Angeles,SingleFamily,2019,147638,1948,6760,1507,2,2,West Los Angeles,neighborhood,NA,NA,1236400
601270,18816 Elkwood St,91335,Reseda,SingleFamily,2019,430952,1954,9147,1395,2,3,Reseda,neighborhood,01/15/2015,400000,493700
4331583,8908 Alto Cedro Dr,90210,Beverly Hills,SingleFamily,2019,2226626,1961,13225,3750,6,5,Beverly Crest,neighborhood,08/04/2011,1826000,2260600
532240,1111 W Robidoux St,90744,Wilmington,SingleFamily,2019,109105,1926,5852,1723,2,3,Wilmington,neighborhood,11/12/2002,269000,423700
1691668,4132 Sunswept Dr,91604,Studio City,SingleFamily,2019,541052,1990,17439,2800,4,4,Studio City,neighborhood,10/29/1997,378000,1188900
626867,6430 Forbes Ave,91406,Van Nuys,SingleFamily,2019,118001,1953,6258,1206,2,3,Lake Balboa,neighborhood,04/15/1977,57000,546200
566878,14516 Osborne St,91402,Panorama City,SingleFamily,2019,266133,1948,6802,1614,2,5,Panorama City,neighborhood,09/25/2009,230000,424200
1464498,4838 Bluebell Ave,91607,Valley Village,SingleFamily,2019,1000862,1952,11600,2294,3,3,Valley Village,neighborhood,12/04/2007,850000,851200
917842,2111 S Bronson Ave,90018,Los Angeles,Duplex,2019,71396,1922,6500,2681,2,4,Jefferson Park,neighborhood,NA,NA,NA
506014,841 E 116th Pl,90059,Los Angeles,SingleFamily,2019,195849,1953,6707,1752,2,3,Southeast Los Angeles,neighborhood,03/02/2001,145000,359400
910342,4161 5th Ave,90008,Los Angeles,SingleFamily,2019,568752,1928,3950,1821,2,3,Leimert Park,neighborhood,06/26/2015,528000,683500
674988,10407 Dempsey Ave,91344,Granada Hills,SingleFamily,2019,546520,1953,7840,1854,2,4,Granada Hills,neighborhood,12/29/2015,515000,591300
3192547,224 N Kenter Ave,90049,Los Angeles,SingleFamily,2019,3065100,1988,10667,4042,6,5,Brentwood,neighborhood,06/22/2018,3005000,2404000
910031,7818 Toland Ave,90045,Los Angeles,SingleFamily,2019,730776,1950,5761,1270,2,3,Westchester,neighborhood,11/15/2013,665006,1067500
499439,16212 Hart St,91406,Van Nuys,SingleFamily,2019,32029,1950,5199,832,1,2,Lake Balboa,neighborhood,NA,NA,546200
692729,20301 Baltar St,91306,Winnetka,SingleFamily,2019,606000,1954,8873,1929,2,5,Winnetka,neighborhood,04/25/2005,515000,527400
1231096,20154 Allentown Dr,91364,Woodland Hills,SingleFamily,2019,579619,1961,16875,2481,4,4,Woodland Hills,neighborhood,06/19/1997,397000,757200
887162,16641 Parthenia St,91343,North Hills,SingleFamily,2019,486960,1952,20473,2150,2,4,North Hills,neighborhood,11/01/2010,424000,546400
715959,624 E 49th St,90011,Los Angeles,Quadruplex,2019,282375,1959,6600,2936,4,4,Southeast Los Angeles,neighborhood,NA,NA,359400
988103,18705 Paisley Ct,91326,Porter Ranch,SingleFamily,2019,868066,1988,13852,3273,3,4,Porter Ranch,neighborhood,08/27/2015,818000,756700
1112045,2320 Fair Park Ave,90041,Los Angeles,SingleFamily,2019,1479000,1922,13898,800,1,2,Eagle Rock,neighborhood,09/01/2017,1450000,794500
1779027,10571 Bradbury Rd,90064,Los Angeles,SingleFamily,2019,93665,1930,6254,1608,2,3,Cheviot Hills,neighborhood,NA,NA,1814100
791804,4009 3rd Ave,90008,Los Angeles,SingleFamily,2019,478358,1924,5199,1500,2,4,Leimert Park,neighborhood,03/20/2015,444000,683500
398618,915 E 95th St,90002,Los Angeles,SingleFamily,2019,136297,1947,5026,872,1,2,Southeast Los Angeles,neighborhood,NA,NA,359400
645349,8555 Remmet Ave,91304,Canoga Park,SingleFamily,2019,573260,1956,7405,1349,2,4,Canoga Park,neighborhood,01/05/2017,551000,487900
513834,2262 Lillyvale Ave,90032,Los Angeles,SingleFamily,2019,488000,1951,4799,800,1,2,University Hills,neighborhood,12/19/2018,488000,455700
1807880,3171 Corinth Ave,90066,Los Angeles,SingleFamily,2019,163902,1948,8132,2053,2,4,Mar Vista,neighborhood,NA,NA,1309500
2189470,6781 Andover Ln,90045,Los Angeles,SingleFamily,2019,1252899,1996,5500,3135,5,5,Westchester,neighborhood,09/27/2002,965000,1067500
1602702,12577 Sanford St,90066,Los Angeles,SingleFamily,2019,815872,1971,5627,2564,3,4,Del Rey,neighborhood,NA,NA,934700
894053,4110 Barryknoll Dr,90065,Los Angeles,SingleFamily,2019,85216,1959,5994,1375,2,3,Glassell Park,neighborhood,NA,NA,744500
358310,9504 S Main St,90003,Los Angeles,SingleFamily,2019,92724,1922,2970,720,1,1,Southeast Los Angeles,neighborhood,NA,NA,359400
1020357,4578 Round Top Dr,90065,Los Angeles,SingleFamily,2019,658695,1957,8694,2076,3,4,Glassell Park,neighborhood,06/05/2012,585000,744500
430363,318 E 107th St,90003,Los Angeles,SingleFamily,2019,132389,1948,5400,1049,1,3,Southeast Los Angeles,neighborhood,NA,NA,359400
964719,325 Douglas St,90026,Los Angeles,Duplex,2019,99484,1889,5599,1771,2,3,Westlake,neighborhood,NA,NA,575800
555242,8071 Varna Ave,91402,Panorama City,SingleFamily,2019,298380,1963,5227,1382,1.5,3,Arleta,neighborhood,11/17/2011,265000,456400
1859392,3710 Mountain View Ave,90066,Los Angeles,SingleFamily,2019,491135,1951,13336,2384,4,3,Mar Vista,neighborhood,NA,NA,1309500
572824,3527 W 60th St,90043,Los Angeles,SingleFamily,2019,195849,1924,6834,1062,1,2,Park Mesa Heights,neighborhood,10/24/2000,145000,502000
